,NOC,Sport,Year,Gold,Silver,Bronze,Total
5944,UKR,Wrestling,2000,0,2,0,2
5945,UKR,Boxing,2000,0,2,3,5
5946,UKR,Athletics,2000,0,0,2,2
5947,UKR,Judo,2000,0,0,1,1
5948,UKR,Swimming,2000,2,2,0,4
5949,UKR,Shooting,2000,1,0,0,1
5950,UKR,Cycling,2000,0,4,1,5
5951,UKR,Diving,2000,0,0,2,2
5952,UKR,Archery,2000,0,3,0,3
5953,UKR,Trampolining,2000,0,1,0,1
5954,UKR,Gymnastics,2000,0,6,1,7
5955,UKR,Sailing,2004,0,5,0,5
5956,UKR,Rowing,2004,0,0,4,4
5957,UKR,Weightlifting,2004,1,1,0,2
5958,UKR,Wrestling,2004,2,0,0,2
5959,UKR,Athletics,2004,0,1,2,3
5960,UKR,Judo,2004,0,1,0,1
5961,UKR,Swimming,2004,2,0,1,3
5962,UKR,Fencing,2004,0,0,1,1
5963,UKR,Shooting,2004,1,0,0,1
5964,UKR,Canoeing,2004,0,0,4,4
5965,UKR,Archery,2004,0,0,3,3
5966,UKR,Trampolining,2004,1,0,0,1
5967,UKR,Gymnastics,2004,1,0,0,1
5968,UKR,Handball,2004,0,0,15,15
5969,UKR,Rhythmic Gymnastics,2004,0,0,1,1
5970,UKR,Weightlifting,2008,0,1,1,2
5971,UKR,Wrestling,2008,0,2,3,5
5972,UKR,Boxing,2008,1,0,1,2
5973,UKR,Athletics,2008,1,1,3,5
5974,UKR,Judo,2008,0,0,1,1
5975,UKR,Fencing,2008,4,0,0,4
5976,UKR,Shooting,2008,2,1,0,3
5977,UKR,Cycling,2008,0,0,1,1
5978,UKR,Diving,2008,0,0,2,2
5979,UKR,Canoeing,2008,1,0,1,2
5980,UKR,Archery,2008,1,0,0,1
5981,UKR,Modern Pentathlon,2008,0,0,1,1
5982,UKR,Gymnastics,2008,0,0,1,1
5983,UKR,Rhythmic Gymnastics,2008,0,0,1,1
5984,UKR,Rowing,2012,4,0,0,4
5985,UKR,Weightlifting,2012,1,0,1,2
5986,UKR,Wrestling,2012,0,1,0,1
5987,UKR,Boxing,2012,2,1,2,5
5988,UKR,Athletics,2012,0,1,5,6
5989,UKR,Fencing,2012,1,0,1,2
5990,UKR,Shooting,2012,0,0,2,2
5991,UKR,Canoeing,2012,1,2,0,3
5992,UKR,Gymnastics,2012,0,0,1,1
5993,UKR,Wrestling,2016,0,1,0,1
5994,UKR,Athletics,2016,0,0,1,1
5995,UKR,Fencing,2016,0,4,1,5
5996,UKR,Shooting,2016,0,1,0,1
5997,UKR,Canoeing,2016,1,0,2,3
5998,UKR,Modern Pentathlon,2016,0,1,0,1
5999,UKR,Gymnastics,2016,1,1,0,2
6000,UKR,Rhythmic Gymnastics,2016,0,0,1,1
6001,UKR,Tennis,2020,0,0,1,1
6002,UKR,Wrestling,2020,1,1,2,4
6003,UKR,Boxing,2020,0,1,0,1
6004,UKR,Athletics,2020,0,0,1,1
6005,UKR,Judo,2020,0,0,1,1
6006,UKR,Swimming,2020,0,1,1,2
6007,UKR,Fencing,2020,0,0,1,1
6008,UKR,Shooting,2020,0,0,2,2
6009,UKR,Canoe Sprint,2020,0,2,1,3
6010,UKR,Cycling Track,2020,0,1,0,1
6011,UKR,Karate,2020,0,1,1,2
6012,UKR,Artistic Swimming,2020,0,0,10,10
6013,UKR,Wrestling,2024,0,2,1,3
6014,UKR,Boxing,2024,1,0,0,1
6015,UKR,Athletics,2024,1,0,2,3
6016,UKR,Artistic Gymnastics,2024,0,1,0,1
6017,UKR,Fencing,2024,4,0,1,5
6018,UKR,Shooting,2024,0,1,0,1
6019,UKR,Canoe Sprint,2024,0,2,0,2
6020,URS,Rowing,1952,1,11,0,12
6021,URS,Weightlifting,1952,3,3,1,7
6022,URS,Wrestling,1952,6,2,2,10
6023,URS,Boxing,1952,0,2,4,6
6024,URS,Athletics,1952,2,11,7,20
6025,URS,Shooting,1952,1,1,2,4
6026,URS,Basketball,1952,0,14,0,14
6027,URS,Canoeing,1952,0,0,1,1
6028,URS,Gymnastics,1952,23,18,2,43
6029,URS,Rowing,1956,3,2,3,8
6030,URS,Weightlifting,1956,3,4,0,7
6031,URS,Wrestling,1956,6,2,5,13
6032,URS,Boxing,1956,3,1,2,6
6033,URS,Athletics,1956,5,10,10,25
6034,URS,Swimming,1956,0,0,5,5
6035,URS,Fencing,1956,0,0,6,6
6036,URS,Football,1956,18,0,0,18
6037,URS,Shooting,1956,3,4,1,8
6038,URS,Basketball,1956,0,12,0,12
6039,URS,Canoeing,1956,3,5,2,10
6040,URS,Water Polo,1956,0,0,10,10
6041,URS,Modern Pentathlon,1956,3,0,0,3
6042,URS,Gymnastics,1956,21,6,11,38
6043,URS,Sailing,1960,2,1,0,3
6044,URS,Rowing,1960,3,5,4,12
6045,URS,Weightlifting,1960,5,1,0,6
6046,URS,Wrestling,1960,3,2,5,10
6047,URS,Boxing,1960,1,2,2,5
6048,URS,Athletics,1960,11,8,5,24
6049,URS,Fencing,1960,12,2,6,20
6050,URS,Shooting,1960,2,2,3,7
6051,URS,Equestrianism,1960,1,0,0,1
6052,URS,Basketball,1960,0,12,0,12
6053,URS,Cycling,1960,1,0,11,12
6054,URS,Diving,1960,0,0,1,1
6055,URS,Canoeing,1960,5,1,0,6
6056,URS,Water Polo,1960,0,11,0,11
6057,URS,Modern Pentathlon,1960,0,3,0,3
6058,URS,Gymnastics,1960,15,13,8,36
6059,URS,Rowing,1964,3,0,0,3
6060,URS,Weightlifting,1964,4,3,0,7
6061,URS,Wrestling,1964,3,4,3,10
6062,URS,Boxing,1964,3,4,2,9
6063,URS,Athletics,1964,5,2,11,18
6064,URS,Judo,1964,0,0,4,4
6065,URS,Swimming,1964,1,1,6,8
6066,URS,Fencing,1964,11,5,2,18
6067,URS,Shooting,1964,0,2,0,2
6068,URS,Equestrianism,1964,0,0,4,4
6069,URS,Volleyball,1964,11,12,0,23
6070,URS,Basketball,1964,0,12,0,12
6071,URS,Cycling,1964,0,2,0,2
6072,URS,Diving,1964,0,0,1,1
6073,URS,Canoeing,1964,7,0,1,8
6074,URS,Water Polo,1964,0,0,11,11
6075,URS,Modern Pentathlon,1964,3,1,1,5
6076,URS,Gymnastics,1964,9,15,5,29
6077,URS,Sailing,1968,1,0,0,1
6078,URS,Rowing,1968,2,0,9,11
6079,URS,Weightlifting,1968,3,3,0,6
6080,URS,Wrestling,1968,3,5,1,9
6081,URS,Boxing,1968,3,2,1,6
6082,URS,Athletics,1968,3,2,11,16
6083,URS,Swimming,1968,0,8,14,22
6084,URS,Fencing,1968,11,12,0,23
6085,URS,Shooting,1968,2,1,2,5
6086,URS,Equestrianism,1968,1,3,0,4
6087,URS,Volleyball,1968,23,0,0,23
6088,URS,Basketball,1968,0,0,12,12
6089,URS,Diving,1968,0,2,0,2
6090,URS,Canoeing,1968,3,1,5,9
6091,URS,Water Polo,1968,0,11,0,11
6092,URS,Modern Pentathlon,1968,0,3,1,4
6093,URS,Gymnastics,1968,10,10,8,28
6094,URS,Sailing,1972,2,0,1,3
6095,URS,Rowing,1972,3,0,0,3
6096,URS,Weightlifting,1972,3,1,1,5
6097,URS,Wrestling,1972,9,4,1,14
6098,URS,Boxing,1972,2,0,0,2
6099,URS,Athletics,1972,9,10,1,20
6100,URS,Judo,1972,1,1,2,4
6101,URS,Swimming,1972,0,6,8,14
6102,URS,Fencing,1972,6,10,7,23
6103,URS,Football,1972,0,0,19,19
6104,URS,Shooting,1972,1,2,1,4
6105,URS,Equestrianism,1972,3,1,0,4
6106,URS,Volleyball,1972,12,0,12,24
6107,URS,Basketball,1972,12,0,0,12
6108,URS,Cycling,1972,6,0,1,7
6109,URS,Diving,1972,1,0,0,1
6110,URS,Canoeing,1972,12,0,0,12
6111,URS,Archery,1972,0,0,1,1
6112,URS,Water Polo,1972,11,0,0,11
6113,URS,Modern Pentathlon,1972,3,1,1,5
6114,URS,Gymnastics,1972,11,11,4,26
6115,URS,Sailing,1976,0,3,0,3
6116,URS,Rowing,1976,6,21,12,39
6117,URS,Weightlifting,1976,7,1,0,8
6118,URS,Wrestling,1976,12,5,1,18
6119,URS,Boxing,1976,0,1,4,5
6120,URS,Athletics,1976,4,4,19,27
6121,URS,Judo,1976,2,2,1,5
6122,URS,Swimming,1976,1,8,5,14
6123,URS,Fencing,1976,11,2,2,15
6124,URS,Football,1976,0,0,15,15
6125,URS,Shooting,1976,1,1,1,3
6126,URS,Volleyball,1976,0,24,0,24
6127,URS,Basketball,1976,12,0,12,24
6128,URS,Cycling,1976,4,4,0,8
6129,URS,Diving,1976,1,0,2,3
6130,URS,Canoeing,1976,13,4,0,17
6131,URS,Archery,1976,0,1,1,2
6132,URS,Modern Pentathlon,1976,0,1,0,1
6133,URS,Gymnastics,1976,12,13,2,27
6134,URS,Handball,1976,28,0,0,28
6135,URS,Sailing,1980,2,3,1,6
6136,URS,Rowing,1980,2,35,15,52
6137,URS,Weightlifting,1980,5,3,0,8
6138,URS,Wrestling,1980,12,3,2,17
6139,URS,Boxing,1980,1,6,1,8
6140,URS,Athletics,1980,27,17,12,56
6141,URS,Judo,1980,2,1,2,5
6142,URS,Swimming,1980,14,16,10,40
6143,URS,Fencing,1980,7,11,6,24
6144,URS,Football,1980,0,0,17,17
6145,URS,Shooting,1980,3,1,1,5
6146,URS,Equestrianism,1980,11,3,2,16
6147,URS,Volleyball,1980,23,0,0,23
6148,URS,Hockey,1980,0,0,32,32
6149,URS,Basketball,1980,12,0,12,24
6150,URS,Cycling,1980,10,1,2,13
6151,URS,Diving,1980,2,2,2,6
6152,URS,Canoeing,1980,6,3,3,12
6153,URS,Archery,1980,1,2,0,3
6154,URS,Water Polo,1980,11,0,0,11
6155,URS,Modern Pentathlon,1980,4,0,1,5
6156,URS,Gymnastics,1980,19,8,5,32
6157,URS,Handball,1980,13,14,0,27
6158,URS,Sailing,1988,0,2,2,4
6159,URS,Rowing,1988,0,13,2,15
6160,URS,Weightlifting,1988,6,2,0,8
6161,URS,Wrestling,1988,8,4,3,15
6162,URS,Boxing,1988,1,1,2,4
6163,URS,Athletics,1988,17,6,13,36
6164,URS,Judo,1988,0,1,4,5
6165,URS,Swimming,1988,2,7,12,21
6166,URS,Fencing,1988,5,5,7,17
6167,URS,Football,1988,18,0,0,18
6168,URS,Shooting,1988,4,1,6,11
6169,URS,Volleyball,1988,12,12,0,24
6170,URS,Basketball,1988,12,0,12,24
6171,URS,Cycling,1988,8,1,2,11
6172,URS,Canoeing,1988,5,7,0,12
6173,URS,Archery,1988,0,0,1,1
6174,URS,Water Polo,1988,0,0,13,13
6175,URS,Modern Pentathlon,1988,0,0,1,1
6176,URS,Gymnastics,1988,21,5,3,29
6177,URS,Handball,1988,14,0,15,29
6178,URS,Rhythmic Gymnastics,1988,1,0,1,2
6179,URU,Football,1924,14,0,0,14
6180,URU,Football,1928,17,0,0,17
6181,URU,Rowing,1932,0,0,1,1
6182,URU,Rowing,1948,0,1,2,3
6183,URU,Rowing,1952,0,0,2,2
6184,URU,Basketball,1952,0,0,12,12
6185,URU,Basketball,1956,0,0,12,12
6186,URU,Boxing,1964,0,0,1,1
6187,URU,Cycling,2000,0,1,0,1
6188,USA,Athletics,1896,9,6,2,17
6189,USA,Shooting,1896,2,1,0,3
6190,USA,Sailing,1900,0,0,2,2
6191,USA,Rowing,1900,9,0,0,9
6192,USA,Tennis,1900,0,1,2,3
6193,USA,Athletics,1900,16,13,10,39
6194,USA,Rugby,1900,1,0,0,1
6195,USA,Polo,1900,2,1,1,4
6196,USA,Cycling,1900,0,0,1,1
6197,USA,Golf,1900,2,1,1,4
6198,USA,Rowing,1904,18,9,9,36
6199,USA,Tennis,1904,3,3,6,12
6200,USA,Weightlifting,1904,1,2,0,3
6201,USA,Wrestling,1904,5,6,6,17
6202,USA,Boxing,1904,7,7,4,18
6203,USA,Athletics,1904,26,25,21,72
6204,USA,Swimming,1904,7,7,8,22
6205,USA,Fencing,1904,2,7,4,13
6206,USA,Football,1904,0,11,12,23
6207,USA,Cycling,1904,7,7,7,21
6208,USA,Diving,1904,1,0,1,2
6209,USA,Archery,1904,12,8,8,28
6210,USA,Water Polo,1904,7,7,7,21
6211,USA,Gymnastics,1904,16,13,15,44
6212,USA,Tug-Of-War,1904,5,5,4,14
6213,USA,Golf,1904,10,11,12,33
6214,USA,Lacrosse,1904,0,12,0,12
6215,USA,Roque,1904,1,1,1,3
6216,USA,Athletics,1906,11,6,6,23
6217,USA,Swimming,1906,1,0,0,1
6218,USA,Wrestling,1908,2,0,0,2
6219,USA,Athletics,1908,19,14,8,41
6220,USA,Swimming,1908,1,0,4,5
6221,USA,Shooting,1908,11,2,1,14
6222,USA,Diving,1908,0,0,1,1
6223,USA,Archery,1908,0,0,1,1
6224,USA,Jeu De Paume,1908,1,0,0,1
6225,USA,Athletics,1912,23,14,12,49
6226,USA,Swimming,1912,2,4,1,7
6227,USA,Shooting,1912,20,7,9,36
6228,USA,Equestrianism,1912,0,0,4,4
6229,USA,Cycling,1912,0,0,10,10
6230,USA,Art Competitions,1912,1,0,0,1
6231,USA,Rowing,1920,12,5,0,17
6232,USA,Wrestling,1920,1,2,3,6
6233,USA,Boxing,1920,3,0,1,4
6234,USA,Athletics,1920,16,12,8,36
6235,USA,Rugby,1920,16,0,0,16
6236,USA,Swimming,1920,14,5,3,22
6237,USA,Polo,1920,0,0,4,4
6238,USA,Fencing,1920,0,0,5,5
6239,USA,Shooting,1920,46,8,10,64
6240,USA,Diving,1920,3,2,3,8
6241,USA,Ice Hockey,1920,0,11,0,11
6242,USA,Figure Skating,1920,0,0,1,1
6243,USA,Rowing,1924,11,1,8,20
6244,USA,Tennis,1924,8,2,0,10
6245,USA,Wrestling,1924,4,1,1,6
6246,USA,Boxing,1924,2,2,2,6
6247,USA,Athletics,1924,18,15,15,48
6248,USA,Rugby,1924,19,0,0,19
6249,USA,Swimming,1924,16,5,5,26
6250,USA,Polo,1924,0,4,0,4
6251,USA,Shooting,1924,14,2,5,21
6252,USA,Equestrianism,1924,0,0,1,1
6253,USA,Diving,1924,4,4,3,11
6254,USA,Water Polo,1924,0,0,9,9
6255,USA,Gymnastics,1924,1,0,0,1
6256,USA,Rowing,1928,11,5,2,18
6257,USA,Wrestling,1928,1,1,0,2
6258,USA,Boxing,1928,0,2,1,3
6259,USA,Athletics,1928,15,11,8,34
6260,USA,Swimming,1928,16,2,3,21
6261,USA,Fencing,1928,0,0,1,1
6262,USA,Diving,1928,4,3,2,9
6263,USA,Sailing,1932,14,5,0,19
6264,USA,Rowing,1932,14,1,0,15
6265,USA,Weightlifting,1932,0,0,2,2
6266,USA,Wrestling,1932,3,2,0,5
6267,USA,Boxing,1932,2,0,3,5
6268,USA,Athletics,1932,25,13,6,44
6269,USA,Swimming,1932,8,5,3,16
6270,USA,Fencing,1932,0,1,12,13
6271,USA,Equestrianism,1932,3,2,4,9
6272,USA,Hockey,1932,0,0,14,14
6273,USA,Diving,1932,4,4,4,12
6274,USA,Water Polo,1932,0,0,7,7
6275,USA,Modern Pentathlon,1932,0,0,1,1
6276,USA,Gymnastics,1932,5,10,5,20
6277,USA,Art Competitions,1932,3,4,0,7
6278,USA,Rowing,1936,9,0,1,10
6279,USA,Weightlifting,1936,1,0,0,1
6280,USA,Wrestling,1936,1,3,0,4
6281,USA,Boxing,1936,0,1,1,2
6282,USA,Athletics,1936,20,10,4,34
6283,USA,Swimming,1936,2,8,7,17
6284,USA,Equestrianism,1936,0,1,0,1
6285,USA,Basketball,1936,14,0,0,14
6286,USA,Diving,1936,4,4,2,10
6287,USA,Canoeing,1936,0,0,1,1
6288,USA,Modern Pentathlon,1936,0,1,0,1
6289,USA,Art Competitions,1936,0,1,0,1
6290,USA,Sailing,1948,7,1,2,10
6291,USA,Rowing,1948,14,0,4,18
6292,USA,Weightlifting,1948,4,3,1,8
6293,USA,Wrestling,1948,2,1,1,4
6294,USA,Boxing,1948,0,1,0,1
6295,USA,Athletics,1948,18,5,10,33
6296,USA,Swimming,1948,18,6,1,25
6297,USA,Fencing,1948,0,0,6,6
6298,USA,Shooting,1948,1,1,0,2
6299,USA,Equestrianism,1948,3,4,0,7
6300,USA,Basketball,1948,14,0,0,14
6301,USA,Diving,1948,4,4,2,10
6302,USA,Canoeing,1948,2,3,0,5
6303,USA,Modern Pentathlon,1948,0,1,0,1
6304,USA,Gymnastics,1948,0,0,8,8
6305,USA,Sailing,1952,10,2,0,12
6306,USA,Rowing,1952,11,0,5,16
6307,USA,Weightlifting,1952,4,2,0,6
6308,USA,Wrestling,1952,1,2,1,4
6309,USA,Boxing,1952,5,0,0,5
6310,USA,Athletics,1952,21,13,6,40
6311,USA,Swimming,1952,11,2,6,19
6312,USA,Shooting,1952,1,0,1,2
6313,USA,Equestrianism,1952,0,0,6,6
6314,USA,Basketball,1952,14,0,0,14
6315,USA,Diving,1952,4,2,3,9
6316,USA,Canoeing,1952,1,0,0,1
6317,USA,Sailing,1956,2,0,1,3
6318,USA,Rowing,1956,14,6,1,21
6319,USA,Weightlifting,1956,4,2,1,7
6320,USA,Wrestling,1956,0,1,1,2
6321,USA,Boxing,1956,2,1,0,3
6322,USA,Athletics,1956,22,10,8,40
6323,USA,Swimming,1956,2,15,5,22
6324,USA,Shooting,1956,0,0,1,1
6325,USA,Basketball,1956,12,0,0,12
6326,USA,Diving,1956,3,4,2,9
6327,USA,Modern Pentathlon,1956,0,3,0,3
6328,USA,Sailing,1960,3,0,2,5
6329,USA,Rowing,1960,4,0,3,7
6330,USA,Weightlifting,1960,1,4,1,6
6331,USA,Wrestling,1960,3,0,0,3
6332,USA,Boxing,1960,3,0,1,4
6333,USA,Athletics,1960,18,8,6,32
6334,USA,Swimming,1960,34,3,3,40
6335,USA,Fencing,1960,0,0,1,1
6336,USA,Shooting,1960,1,1,0,2
6337,USA,Equestrianism,1960,0,3,0,3
6338,USA,Basketball,1960,12,0,0,12
6339,USA,Diving,1960,2,4,0,6
6340,USA,Modern Pentathlon,1960,0,0,4,4
6341,USA,Sailing,1964,0,3,8,11
6342,USA,Rowing,1964,12,2,5,19
6343,USA,Weightlifting,1964,0,1,1,2
6344,USA,Wrestling,1964,0,0,1,1
6345,USA,Boxing,1964,1,0,3,4
6346,USA,Athletics,1964,20,10,3,33
6347,USA,Judo,1964,0,0,1,1
6348,USA,Swimming,1964,45,8,8,61
6349,USA,Shooting,1964,2,2,3,7
6350,USA,Equestrianism,1964,0,4,0,4
6351,USA,Basketball,1964,12,0,0,12
6352,USA,Diving,1964,3,2,3,8
6353,USA,Canoeing,1964,0,2,1,3
6354,USA,Modern Pentathlon,1964,0,3,0,3
6355,USA,Sailing,1968,5,0,0,5
6356,USA,Rowing,1968,0,2,2,4
6357,USA,Weightlifting,1968,0,0,1,1
6358,USA,Wrestling,1968,0,2,0,2
6359,USA,Boxing,1968,2,1,4,7
6360,USA,Athletics,1968,24,6,7,37
6361,USA,Swimming,1968,52,15,16,83
6362,USA,Shooting,1968,1,2,0,3
6363,USA,Equestrianism,1968,1,4,1,6
6364,USA,Basketball,1968,12,0,0,12
6365,USA,Diving,1968,2,0,4,6
6366,USA,Sailing,1972,3,0,5,8
6367,USA,Rowing,1972,0,9,0,9
6368,USA,Wrestling,1972,3,2,1,6
6369,USA,Boxing,1972,1,0,3,4
6370,USA,Athletics,1972,9,11,8,28
6371,USA,Swimming,1972,48,14,12,74
6372,USA,Shooting,1972,2,2,0,4
6373,USA,Equestrianism,1972,0,8,1,9
6374,USA,Basketball,1972,0,12,0,12
6375,USA,Diving,1972,1,1,1,3
6376,USA,Canoeing,1972,0,0,1,1
6377,USA,Archery,1972,2,0,0,2
6378,USA,Water Polo,1972,0,0,11,11
6379,USA,Sailing,1976,0,5,2,7
6380,USA,Rowing,1976,0,3,9,12
6381,USA,Weightlifting,1976,0,1,0,1
6382,USA,Wrestling,1976,1,3,2,6
6383,USA,Boxing,1976,5,1,1,7
6384,USA,Athletics,1976,12,11,8,31
6385,USA,Judo,1976,0,0,1,1
6386,USA,Swimming,1976,29,19,7,55
6387,USA,Shooting,1976,2,1,0,3
6388,USA,Equestrianism,1976,5,1,3,9
6389,USA,Basketball,1976,12,12,0,24
6390,USA,Diving,1976,2,1,2,5
6391,USA,Archery,1976,2,0,0,2
6392,USA,Gymnastics,1976,0,0,1,1
6393,USA,Sailing,1984,7,6,0,13
6394,USA,Rowing,1984,11,24,3,38
6395,USA,Weightlifting,1984,0,1,1,2
6396,USA,Wrestling,1984,9,3,1,13
6397,USA,Boxing,1984,9,1,1,11
6398,USA,Athletics,1984,32,15,9,56
6399,USA,Judo,1984,0,1,1,2
6400,USA,Swimming,1984,50,13,0,63
6401,USA,Fencing,1984,0,0,1,1
6402,USA,Shooting,1984,3,1,2,6
6403,USA,Equestrianism,1984,9,2,0,11
6404,USA,Volleyball,1984,12,12,0,24
6405,USA,Hockey,1984,0,0,16,16
6406,USA,Basketball,1984,24,0,0,24
6407,USA,Cycling,1984,4,7,5,16
6408,USA,Diving,1984,2,3,3,8
6409,USA,Canoeing,1984,0,0,1,1
6410,USA,Archery,1984,1,1,0,2
6411,USA,Water Polo,1984,0,13,0,13
6412,USA,Modern Pentathlon,1984,0,3,0,3
6413,USA,Gymnastics,1984,10,10,6,26
6414,USA,Synchronized Swimming,1984,3,0,0,3
6415,USA,Sailing,1988,2,5,3,10
6416,USA,Rowing,1988,0,5,9,14
6417,USA,Tennis,1988,4,1,2,7
6418,USA,Wrestling,1988,2,1,3,6
6419,USA,Boxing,1988,3,3,2,8
6420,USA,Athletics,1988,22,12,6,40
6421,USA,Judo,1988,0,1,1,2
6422,USA,Swimming,1988,24,12,9,45
6423,USA,Shooting,1988,0,1,0,1
6424,USA,Equestrianism,1988,0,5,0,5
6425,USA,Volleyball,1988,12,0,0,12
6426,USA,Basketball,1988,12,0,12,24
6427,USA,Cycling,1988,0,0,1,1
6428,USA,Diving,1988,2,1,2,5
6429,USA,Canoeing,1988,3,0,0,3
6430,USA,Archery,1988,1,3,3,7
6431,USA,Water Polo,1988,0,13,0,13
6432,USA,Gymnastics,1988,0,0,1,1
6433,USA,Synchronized Swimming,1988,0,3,0,3
6434,USA,Sailing,1992,2,11,3,16
6435,USA,Rowing,1992,0,8,2,10
6436,USA,Tennis,1992,3,0,1,4
6437,USA,Wrestling,1992,3,3,2,8
6438,USA,Boxing,1992,1,1,1,3
6439,USA,Athletics,1992,25,13,10,48
6440,USA,Judo,1992,0,1,0,1
6441,USA,Swimming,1992,35,9,12,56
6442,USA,Shooting,1992,1,1,0,2
6443,USA,Equestrianism,1992,0,0,5,5
6444,USA,Volleyball,1992,0,0,24,24
6445,USA,Basketball,1992,12,0,12,24
6446,USA,Cycling,1992,0,0,2,2
6447,USA,Diving,1992,1,1,1,3
6448,USA,Canoeing,1992,2,0,2,4
6449,USA,Gymnastics,1992,1,2,8,11
6450,USA,Synchronized Swimming,1992,3,0,0,3
6451,USA,Sailing,1996,0,0,4,4
6452,USA,Rowing,1996,0,8,4,12
6453,USA,Tennis,1996,4,0,0,4
6454,USA,Wrestling,1996,3,4,1,8
6455,USA,Boxing,1996,1,0,5,6
6456,USA,Athletics,1996,25,9,5,39
6457,USA,Judo,1996,0,0,1,1
6458,USA,Swimming,1996,47,11,2,60
6459,USA,Football,1996,15,0,0,15
6460,USA,Shooting,1996,1,1,1,3
6461,USA,Equestrianism,1996,0,8,5,13
6462,USA,Basketball,1996,24,0,0,24
6463,USA,Cycling,1996,0,2,1,3
6464,USA,Diving,1996,0,0,2,2
6465,USA,Canoeing,1996,0,1,0,1
6466,USA,Beach Volleyball,1996,2,2,0,4
6467,USA,Softball,1996,15,0,0,15
6468,USA,Archery,1996,4,0,0,4
6469,USA,Baseball,1996,0,0,20,20
6470,USA,Gymnastics,1996,8,2,1,11
6471,USA,Synchronized Swimming,1996,10,0,0,10
6472,USA,Taekwondo,2000,1,0,0,1
6473,USA,Sailing,2000,2,4,2,8
6474,USA,Rowing,2000,0,2,4,6
6475,USA,Tennis,2000,3,0,1,4
6476,USA,Weightlifting,2000,1,0,1,2
6477,USA,Wrestling,2000,2,2,3,7
6478,USA,Boxing,2000,0,2,2,4
6479,USA,Athletics,2000,16,4,8,28
6480,USA,Swimming,2000,37,18,11,66
6481,USA,Football,2000,0,13,0,13
6482,USA,Shooting,2000,1,0,2,3
6483,USA,Equestrianism,2000,1,0,8,9
6484,USA,Basketball,2000,23,0,0,23
6485,USA,Cycling,2000,1,1,0,2
6486,USA,Diving,2000,1,0,0,1
6487,USA,Beach Volleyball,2000,2,0,0,2
6488,USA,Softball,2000,15,0,0,15
6489,USA,Archery,2000,0,1,3,4
6490,USA,Water Polo,2000,0,13,0,13
6491,USA,Baseball,2000,24,0,0,24
6492,USA,Modern Pentathlon,2000,0,1,0,1
6493,USA,Gymnastics,2000,0,0,6,6
6494,USA,Taekwondo,2004,1,1,0,2
6495,USA,Sailing,2004,2,2,0,4
6496,USA,Rowing,2004,9,9,0,18
6497,USA,Tennis,2004,0,1,0,1
6498,USA,Wrestling,2004,1,3,2,6
6499,USA,Boxing,2004,1,0,1,2
6500,USA,Athletics,2004,18,15,5,38
6501,USA,Judo,2004,0,0,1,1
6502,USA,Swimming,2004,30,22,13,65
6503,USA,Fencing,2004,1,0,1,2
6504,USA,Football,2004,17,0,0,17
6505,USA,Shooting,2004,2,1,0,3
6506,USA,Equestrianism,2004,4,2,9,15
6507,USA,Basketball,2004,12,0,12,24
6508,USA,Cycling,2004,0,2,0,2
6509,USA,Canoeing,2004,0,1,0,1
6510,USA,Beach Volleyball,2004,2,0,2,4
6511,USA,Softball,2004,15,0,0,15
6512,USA,Triathlon,2004,0,0,1,1
6513,USA,Water Polo,2004,0,0,12,12
6514,USA,Gymnastics,2004,2,16,1,19
6515,USA,Synchronized Swimming,2004,0,0,11,11
6516,USA,Taekwondo,2008,0,1,2,3
6517,USA,Sailing,2008,1,1,0,2
6518,USA,Rowing,2008,9,1,9,19
6519,USA,Tennis,2008,2,0,2,4
6520,USA,Wrestling,2008,1,0,2,3
6521,USA,Boxing,2008,0,0,1,1
6522,USA,Athletics,2008,16,10,6,32
6523,USA,Judo,2008,0,0,1,1
6524,USA,Swimming,2008,31,21,16,68
6525,USA,Fencing,2008,1,8,4,13
6526,USA,Football,2008,17,0,0,17
6527,USA,Shooting,2008,2,2,2,6
6528,USA,Equestrianism,2008,4,1,1,6
6529,USA,Volleyball,2008,12,12,0,24
6530,USA,Basketball,2008,24,0,0,24
6531,USA,Cycling,2008,1,1,3,5
6532,USA,Beach Volleyball,2008,4,0,0,4
6533,USA,Softball,2008,0,15,0,15
6534,USA,Water Polo,2008,0,26,0,26
6535,USA,Baseball,2008,0,0,24,24
6536,USA,Gymnastics,2008,2,11,7,20
6537,USA,Taekwondo,2012,0,0,2,2
6538,USA,Rowing,2012,9,0,8,17
6539,USA,Tennis,2012,5,0,2,7
6540,USA,Wrestling,2012,2,0,2,4
6541,USA,Boxing,2012,1,0,1,2
6542,USA,Athletics,2012,19,16,7,42
6543,USA,Judo,2012,1,0,1,2
6544,USA,Swimming,2012,41,16,11,68
6545,USA,Fencing,2012,0,0,4,4
6546,USA,Football,2012,17,0,0,17
6547,USA,Shooting,2012,3,0,1,4
6548,USA,Volleyball,2012,0,12,0,12
6549,USA,Basketball,2012,24,0,0,24
6550,USA,Cycling,2012,1,5,1,7
6551,USA,Diving,2012,1,2,4,7
6552,USA,Beach Volleyball,2012,2,2,0,4
6553,USA,Archery,2012,0,3,0,3
6554,USA,Water Polo,2012,12,0,0,12
6555,USA,Gymnastics,2012,7,1,2,10
6556,USA,Taekwondo,2016,0,0,1,1
6557,USA,Sailing,2016,0,0,1,1
6558,USA,Rowing,2016,9,1,0,10
